Sample,X(ms) [19.02.2012 01:47:57 362 UTC],"Signals_DB.Heater_Tout","Signals_DB.Heater_Tout_SP","Signals_DB.Heater_Flow_SP","Signals_DB.Heater_Flow","Signals_DB.Heater_PWR"
140,1329616119363.256480,26.5,20,11.2584791183472,5.98999977111816,40
141,1329616119662.994320,26.3999996185303,20,11.3211812973022,5.71999979019165,40
142,1329616119963.258080,26.3999996185303,20,11.2837753295898,5.71999979019165,40
143,1329616120262.965180,26.2999992370605,20,11.4132061004639,6.05000019073486,40
144,1329616120563.250480,26.2999992370605,20,11.2660856246948,6.36999988555908,40
145,1329616120863.349140,26.2000007629395,20,11.4153547286987,6.51999998092651,40
146,1329616121163.267480,26.2000007629395,20,11.2764110565186,6.32999992370605,40
147,1329616121462.975780,26.1000003814697,20,11.4289064407349,5.96999979019165,40
148,1329616121763.268800,26.1000003814697,20,11.2911024093628,5.69000005722046,40
149,1329616122062.986040,26,20,11.4438972473145,5.75,40
150,1329616122363.265120,26,20,11.3060255050659,6.09999990463257,40
151,1329616122662.994940,25.8999996185303,20,11.458589553833,6.46999979019165,40
152,1329616122963.304220,25.8999996185303,20,11.391863822937,6.55999994277954,40
153,1329616123262.994300,25.8999996185303,20,11.4365758895874,6.30000019073486,40
154,1329616123563.000600,25.7999992370605,20,11.4619150161743,5.90999984741211,40
155,1329616123862.951860,25.7999992370605,20,11.4075832366943,5.67000007629395,40
156,1329616124162.976280,25.7999992370605,20,11.5286951065063,5.88000011444092,40
157,1329616124462.966000,25.7000007629395,20,11.5197820663452,6.28999996185303,40
158,1329616124762.988860,25.6000003814697,20,11.4508256912231,6.65000009536743,40
159,1329616125062.982340,25.6000003814697,20,11.4226837158203,6.63000011444092,40
160,1329616125362.986240,25.5,20,11.4830541610718,6.21999979019165,40
161,1329616125662.961680,25.5,20,11.4429454803467,5.76999998092651,40
162,1329616125963.274700,25.5,20,11.4980754852295,5.6399998664856,40
163,1329616126262.956540,25.5,20,11.5984449386597,6,40
164,1329616126562.979100,25.5,20,11.6516380310059,6.51999998092651,40
165,1329616126862.964000,25.5,20,11.6849594116211,6.82999992370605,40
166,1329616127163.336920,25.3999996185303,20,11.7099161148071,6.69999980926514,40
167,1329616127462.976300,25.3999996185303,20,11.5884666442871,6.25,40
168,1329616127762.985400,25.2999992370605,20,11.5376930236816,5.84999990463257,40
169,1329616128063.255820,25.2000007629395,20,11.5165529251099,5.73999977111816,40
170,1329616128363.258760,25.2000007629395,20,11.5077695846558,6.05000019073486,40
171,1329616128662.987560,25.2000007629395,20,11.575493812561,6.46000003814697,40
172,1329616128962.995000,25.2000007629395,20,11.680567741394,6.67000007629395,40
173,1329616129262.990700,25.2000007629395,20,11.735143661499,6.51000022888184,40
174,1329616129562.986920,25.2000007629395,20,11.7684555053711,6.19999980926514,40
175,1329616129862.985340,25.1000003814697,20,11.7928085327148,5.96999979019165,40
176,1329616130163.269320,25.1000003814697,20,11.5990581512451,6.07000017166138,40
177,1329616130462.989880,25.1000003814697,20,11.7263097763062,6.3600001335144,40
178,1329616130763.253020,25.1000003814697,20,11.7900238037109,6.59999990463257,40
179,1329616131062.960360,25.1000003814697,20,11.8269853591919,6.6399998664856,40
180,1329616131363.313860,25.1000003814697,20,11.8526763916016,6.48000001907349,40
