Sample,X(ms) [01.04.2012 07:26:37 365 UTC],"Signals_DB.Heater_Flow_SP","Signals_DB.Heater_Flow","Signals_DB.Heater_Tout","Signals_DB.Tout_setpoint","Signals_to_S7protocol.INTERNAL.Communication_Error[%DB8.DBX32.0]"
6,1333265197965.260680,3.65098285675049,3.86999988555908,29.8999996185303,30,1
7,1333265198065.416380,3.75923442840576,3.85999989509583,29.8999996185303,30,1
8,1333265198165.245000,3.75923442840576,3.85999989509583,29.8999996185303,30,1
9,1333265198265.243080,3.75923442840576,3.86999988555908,29.8999996185303,30,1
10,1333265198365.241760,3.80462002754211,3.85999989509583,29.8999996185303,30,1
11,1333265198465.263920,3.80462002754211,3.86999988555908,29.8999996185303,30,1
12,1333265198565.278320,3.80462002754211,3.85999989509583,29.8999996185303,30,1
13,1333265198665.284400,3.8235330581665,3.85999989509583,29.8999996185303,30,1
14,1333265198765.309880,3.8235330581665,3.85999989509583,29.8999996185303,30,1
15,1333265198865.226860,3.8235330581665,3.85999989509583,29.8999996185303,30,1
16,1333265198965.293000,3.83129358291626,3.84999990463257,29.8999996185303,30,1
17,1333265199065.231100,3.83129358291626,3.84999990463257,29.8999996185303,30,1
18,1333265199165.266780,3.83129358291626,3.84999990463257,29.8999996185303,30,1
19,1333265199265.330620,3.83436751365662,3.83999991416931,29.8999996185303,30,1
20,1333265199365.309640,3.83436751365662,3.83999991416931,29.8999996185303,30,1
21,1333265199465.243660,3.83436751365662,3.83999991416931,29.8999996185303,30,1
22,1333265199565.236420,3.83546233177185,3.82999992370605,29.8999996185303,30,1
23,1333265199665.261880,3.83546233177185,3.82999992370605,29.8999996185303,30,1
24,1333265199765.234880,3.83546233177185,3.83999991416931,29.8999996185303,30,1
25,1333265199865.290080,3.8357241153717,3.82999992370605,29.8999996185303,30,1
26,1333265199965.252820,3.8357241153717,3.82999992370605,29.8999996185303,30,1
27,1333265200065.231400,3.8357241153717,3.82999992370605,29.8999996185303,30,1
28,1333265200165.314240,3.8356351852417,3.82999992370605,29.8999996185303,30,1
29,1333265200265.232360,3.8356351852417,3.8199999332428,29.8999996185303,30,1
30,1333265200365.250720,3.8356351852417,3.8199999332428,29.8999996185303,30,1
31,1333265200465.253160,3.83539915084839,3.8199999332428,29.8999996185303,30,1
32,1333265200565.260500,3.83539915084839,3.8199999332428,29.8999996185303,30,1
33,1333265200665.264600,3.83539915084839,3.8199999332428,29.8999996185303,30,1
34,1333265200765.338960,3.83510255813599,3.8199999332428,29.8999996185303,30,1
35,1333265200865.233060,3.83510255813599,3.8199999332428,29.8999996185303,30,1
36,1333265200965.238700,3.83510255813599,3.8199999332428,29.8999996185303,30,1
37,1333265201065.313400,3.83477735519409,3.8199999332428,29.8999996185303,30,1
38,1333265201165.304780,3.83477735519409,3.8199999332428,29.8999996185303,30,1
39,1333265201265.219400,3.83477735519409,3.8199999332428,29.8999996185303,30,1
40,1333265201365.281180,3.83444142341614,3.8199999332428,29.8999996185303,30,1
41,1333265201465.263900,3.83444142341614,3.80999994277954,29.8999996185303,30,1
42,1333265201565.215580,3.83444142341614,3.8199999332428,29.8999996185303,30,1
43,1333265201665.262040,3.83410549163818,3.8199999332428,29.8999996185303,30,1
44,1333265201765.245440,3.83410549163818,3.80999994277954,29.8999996185303,30,1
45,1333265201865.260520,3.83410549163818,3.80999994277954,29.8999996185303,30,1
46,1333265201965.285500,3.83376240730286,3.80999994277954,29.8999996185303,30,1
47,1333265202065.241520,3.83376240730286,3.80999994277954,29.8999996185303,30,1
48,1333265202165.232880,3.83376240730286,3.80999994277954,29.8999996185303,30,1
49,1333265202265.303440,3.83341932296753,3.80999994277954,29.8999996185303,30,1
50,1333265202365.353720,3.83341932296753,3.80999994277954,29.8999996185303,30,1
51,1333265202465.262220,3.83341932296753,3.80999994277954,29.8999996185303,30,1
52,1333265202565.289240,3.8330762386322,3.80999994277954,29.8999996185303,30,1
53,1333265202665.250400,3.8330762386322,3.80999994277954,29.8999996185303,30,1
54,1333265202765.277680,3.8330762386322,3.80999994277954,29.8999996185303,30,1
55,1333265202865.294540,3.8327329158783,3.8199999332428,29.8999996185303,30,1
56,1333265202965.251840,3.8327329158783,3.8199999332428,29.8999996185303,30,1
57,1333265203065.237100,3.8327329158783,3.8199999332428,29.8999996185303,30,1
58,1333265203165.289660,3.83238983154297,3.8199999332428,29.8999996185303,30,1
59,1333265203265.254980,3.83238983154297,3.8199999332428,29.8999996185303,30,1
60,1333265203365.265000,3.83238983154297,3.8199999332428,29.8999996185303,30,1
61,1333265203465.307200,3.83204674720764,3.8199999332428,29.8999996185303,30,1
62,1333265203565.242400,3.83204674720764,3.8199999332428,29.8999996185303,30,1
63,1333265203665.369200,3.83204674720764,3.8199999332428,29.8999996185303,30,1
64,1333265203765.339900,3.83170366287231,3.8199999332428,29.8999996185303,30,1
65,1333265203865.232100,3.83170366287231,3.8199999332428,29.8999996185303,30,1
66,1333265203965.289960,3.83170366287231,3.8199999332428,29.8999996185303,30,1
67,1333265204065.291740,3.83136057853699,3.8199999332428,29.8999996185303,30,1
68,1333265204165.280320,3.83136057853699,3.8199999332428,29.8999996185303,30,1
69,1333265204265.245760,3.83136057853699,3.8199999332428,29.8999996185303,30,1
70,1333265204365.277360,3.83101749420166,3.8199999332428,29.8999996185303,30,1
71,1333265204464.957820,3.83101749420166,3.8199999332428,29.8999996185303,30,1
72,1333265204564.959300,3.83101749420166,3.8199999332428,29.8999996185303,30,1
73,1333265204665.258200,3.83067417144775,3.8199999332428,29.8999996185303,30,1
