22,200	35,000	14,700	4,030	18,059
21,800	35,000	14,700	4,010	18,580
21,600	35,000	14,700	3,980	18,962
21,400	35,000	14,700	3,970	19,348
21,400	35,000	14,700	3,970	19,591
21,300	35,000	14,700	3,970	19,907
21,200	35,000	14,700	3,970	20,225
21,200	35,000	14,700	3,980	20,471
21,300	35,000	14,700	3,920	20,645
21,300	35,000	14,700	3,960	20,889
21,200	35,000	14,700	4,040	21,207
21,100	35,000	14,700	4,080	21,527
21,100	35,000	14,700	4,090	21,775
21,100	35,000	14,700	4,010	22,023
21,100	35,000	14,700	3,950	22,271
21,100	35,000	14,700	3,710	22,520
21,100	35,000	14,700	3,600	22,768
21,200	35,000	14,700	3,580	22,943
21,200	35,000	14,700	3,540	23,189
21,000	35,000	14,700	3,570	23,582
20,800	35,000	14,700	3,760	23,979
20,700	35,000	14,700	3,910	24,305
20,600	35,000	14,700	4,030	24,634
20,600	35,000	14,700	4,150	24,891
