26,900	27,100	26,800	15,000	4,290	28,000
26,900	27,100	26,800	15,000	4,290	28,000
26,900	26,500	26,800	15,000	4,350	28,000
26,900	26,500	26,800	15,000	4,650	28,000
26,900	26,500	26,800	15,000	4,810	28,000
26,900	26,500	26,800	15,000	4,840	28,000
26,900	26,500	26,800	15,000	4,730	28,000
26,300	26,500	26,800	15,000	4,650	28,000
26,300	26,500	26,600	15,000	4,540	28,000
26,300	26,500	26,600	15,000	4,430	28,000
26,300	26,500	26,600	15,000	4,360	28,000
26,300	26,500	26,600	15,000	4,310	28,000
26,300	26,500	26,600	15,000	4,240	28,000
26,300	26,500	26,600	15,000	4,200	28,000
26,300	26,400	26,600	15,000	4,180	28,000
26,300	26,400	26,600	15,000	4,140	28,000
26,300	26,400	26,600	15,000	4,090	28,000
26,300	26,400	26,600	15,000	4,070	28,000
26,300	26,400	26,600	15,000	4,110	28,000
26,300	26,400	26,500	15,000	4,140	28,000
26,300	26,400	26,500	15,000	4,100	28,000
26,300	26,400	26,500	15,000	4,050	28,000
26,300	26,400	26,500	15,000	4,040	28,000
26,300	26,400	26,500	15,000	4,030	28,000
26,300	26,400	26,500	15,000	4,020	28,000
26,300	26,400	26,500	15,000	4,000	28,000
26,300	26,400	26,500	15,000	3,990	28,000
26,300	26,400	26,500	15,000	3,980	28,000
26,300	26,400	26,400	15,000	3,940	28,000
26,300	26,400	26,400	15,000	3,950	28,000
26,300	26,400	26,400	15,000	4,030	28,000
26,300	26,400	26,400	15,000	4,070	28,000
26,300	26,400	26,400	15,000	4,030	28,000
26,300	26,400	26,400	15,000	3,970	28,000
26,400	26,400	26,400	15,000	3,980	28,000
26,400	26,400	26,400	15,000	3,960	28,000
26,400	26,500	26,400	15,000	3,950	28,000
26,400	26,500	26,400	15,000	3,960	28,000
26,400	26,500	26,400	15,000	3,970	28,000
26,400	26,500	26,400	15,000	3,980	28,000
26,400	26,500	26,400	15,000	3,990	28,000
26,400	26,500	26,400	15,000	3,990	28,000
26,400	26,500	26,400	15,000	3,990	28,000
26,400	26,400	26,400	15,000	3,990	28,000
26,400	26,400	26,400	15,000	3,970	28,000
26,400	26,400	26,400	15,000	3,990	28,000
26,400	26,500	26,400	15,000	3,990	28,000
26,500	26,500	26,400	15,000	3,970	28,000
26,500	26,500	26,400	15,000	3,980	28,000
26,500	26,500	26,400	15,000	3,980	28,000
26,500	26,500	26,400	15,000	3,970	28,000
26,600	26,500	26,400	15,000	3,980	28,000
26,600	26,500	26,400	15,000	4,030	28,000
26,600	26,500	26,400	15,000	3,960	28,000
26,600	26,600	26,400	15,000	4,000	28,000
26,600	26,600	26,400	15,000	4,030	28,000
26,600	26,600	26,400	15,000	4,010	28,000
26,600	26,600	26,400	15,000	4,010	28,000
26,600	26,600	26,400	15,000	4,020	28,000
26,500	26,600	26,400	15,000	4,010	28,000
26,500	26,600	26,400	15,000	4,000	28,000
26,500	26,600	26,400	15,000	4,010	28,000
26,500	26,600	26,400	15,000	4,000	28,000
26,500	26,600	26,400	15,000	4,010	28,000
26,500	26,600	26,400	15,000	4,010	28,000
26,500	26,600	26,400	15,000	4,010	28,000
26,500	26,600	26,400	15,000	4,010	28,000
26,500	26,700	26,400	15,000	4,020	28,000
26,500	26,700	26,400	15,000	4,010	28,000
26,500	26,700	26,400	15,000	4,010	28,000
26,500	26,700	26,400	15,000	4,010	28,000
26,500	26,700	26,400	15,000	4,000	28,000
26,500	26,700	26,400	15,000	4,000	28,000
26,500	26,700	26,400	15,000	4,000	28,000
26,500	26,700	26,400	15,000	4,010	28,000
26,500	26,700	26,400	15,000	4,010	28,000
26,500	26,700	26,400	15,000	4,010	28,000
26,500	26,700	26,400	15,000	4,010	28,000
26,500	26,700	26,500	15,000	4,020	28,000
26,500	26,700	26,500	15,000	4,020	28,000
26,500	26,700	26,500	15,000	4,010	28,000
26,500	26,700	26,500	15,000	4,020	28,000
26,500	26,700	26,500	15,000	4,020	28,000
26,600	26,700	26,500	15,000	4,020	28,000
26,600	26,700	26,500	15,000	4,020	28,000
26,600	26,700	26,500	15,000	4,020	28,000
26,600	26,700	26,500	15,000	4,020	28,000
26,600	26,800	26,500	15,000	4,020	28,000
26,700	26,800	26,500	15,000	4,010	28,000
26,700	26,800	26,500	15,000	4,010	28,000
26,700	26,800	26,500	15,000	4,010	28,000
26,700	26,900	26,500	15,000	4,010	28,000
26,700	26,900	26,600	15,000	4,010	28,000
26,800	26,900	26,600	15,000	4,000	28,000
26,800	26,900	26,600	15,000	4,010	28,000
26,800	26,900	26,600	15,000	4,020	28,000
26,800	26,900	26,600	15,000	4,020	28,000
26,800	26,900	26,600	15,000	4,020	28,000
26,800	26,900	26,600	15,000	4,020	28,000
26,800	26,900	26,600	15,000	4,020	28,000
26,800	26,900	26,600	15,000	4,010	28,000
26,800	26,900	26,600	15,000	4,010	28,000
26,800	26,900	26,600	15,000	4,010	28,000
26,800	26,900	26,600	15,000	4,010	28,000
26,800	26,900	26,600	15,000	4,010	28,000
26,800	26,900	26,700	15,000	4,010	28,000
26,800	26,900	26,700	15,000	4,010	28,000
26,800	26,900	26,700	15,000	4,010	28,000
26,800	26,900	26,700	15,000	4,010	28,000
26,800	26,900	26,700	15,000	4,010	28,000
26,800	26,900	26,700	15,000	4,000	28,000
26,800	26,900	26,700	15,000	4,020	28,000
26,800	26,900	26,700	15,000	4,020	28,000
26,800	26,900	26,700	15,000	4,010	28,000
26,800	26,900	26,700	15,000	4,020	28,000
26,800	26,900	26,700	15,000	4,020	28,000
