35,100	35,000	14,400	4,020	46,443
35,000	35,000	14,400	3,990	46,514
35,000	35,000	14,400	4,010	46,514
35,000	35,000	14,400	4,000	46,514
35,000	35,000	14,400	4,020	46,514
35,000	35,000	14,400	4,030	46,514
35,000	35,000	14,400	4,040	46,514
35,000	35,000	14,400	4,040	46,514
35,000	35,000	14,400	4,000	46,514
35,000	35,000	14,400	4,040	46,514
35,000	35,000	14,400	4,010	46,514
35,000	35,000	14,400	4,030	46,514
35,000	35,000	14,400	3,990	46,514
35,000	35,000	14,400	3,850	46,514
35,000	35,000	14,400	3,890	46,514
35,000	35,000	14,400	3,850	46,514
35,000	35,000	14,400	4,050	46,514
35,000	35,000	14,400	4,210	46,514
35,000	35,000	14,400	4,160	46,514
35,000	35,000	14,400	4,080	46,514
35,000	35,000	14,400	4,070	46,514
35,000	35,000	14,400	4,000	46,514
35,000	35,000	14,400	3,950	46,514
35,000	35,000	14,400	3,950	46,514
35,000	35,000	14,400	3,960	46,514
35,000	35,000	14,400	3,890	46,514
35,000	35,000	14,400	3,770	46,514
35,000	35,000	14,400	3,800	46,514
35,000	35,000	14,400	3,870	46,514
35,000	35,000	14,400	4,140	46,514
35,000	35,000	14,400	4,190	46,514
35,000	35,000	14,400	4,200	46,514
35,000	35,000	14,400	4,060	46,514
35,000	35,000	14,400	3,970	46,514
35,000	35,000	14,400	3,870	46,514
35,000	35,000	14,400	3,880	46,514
35,000	35,000	14,400	3,910	46,514
35,000	35,000	14,400	3,980	46,514
35,000	35,000	14,400	4,080	46,514
35,000	35,000	14,400	4,150	46,514
35,000	35,000	14,400	4,150	46,514
35,000	35,000	14,400	4,040	46,514
35,000	35,000	14,400	3,950	46,514
35,000	35,000	14,400	3,850	46,514
35,000	35,000	14,400	3,860	46,514
35,000	35,000	14,400	3,830	46,514
35,000	35,000	14,400	3,910	46,514
35,000	35,000	14,400	4,010	46,514
35,000	35,000	14,400	4,090	46,514
35,000	35,000	14,400	4,100	46,514
35,000	35,000	14,400	4,020	46,514
35,000	35,000	14,400	3,970	46,514
35,000	35,000	14,400	3,980	46,514
35,000	35,000	14,400	3,980	46,514
35,000	35,000	14,400	4,010	46,514
35,000	35,000	14,400	4,030	46,514
35,000	35,000	14,400	4,060	46,514
35,000	35,000	14,400	4,110	46,514
35,000	35,000	14,400	4,080	46,514
35,000	35,000	14,400	3,940	46,514
35,000	35,000	14,400	3,930	46,514
35,000	35,000	14,400	3,930	46,514
35,000	35,000	14,400	3,930	46,514
35,000	35,000	14,400	3,890	46,514
35,000	35,000	14,400	4,130	46,514
35,000	35,000	14,400	4,140	46,514
35,000	35,000	14,400	4,110	46,514
35,000	35,000	14,400	4,040	46,514
35,000	35,000	14,400	3,960	46,514
35,000	35,000	14,400	3,930	46,514
35,000	35,000	14,400	3,990	46,514
35,000	35,000	14,400	4,070	46,514
35,000	35,000	14,400	4,070	46,514
35,000	35,000	14,400	3,890	46,514
35,000	35,000	14,400	3,790	46,514
35,000	35,000	14,400	3,890	46,514
35,000	35,000	14,400	4,040	46,514
35,000	35,000	14,400	4,050	46,514
35,000	35,000	14,400	4,150	46,514
35,100	35,000	14,400	4,150	0,000
35,100	35,000	14,400	4,060	0,000
35,000	35,000	14,400	3,970	46,514
35,000	35,000	14,400	3,960	46,514
35,000	35,000	14,400	3,770	46,514
35,000	35,000	14,400	3,720	46,514
35,000	35,000	14,400	3,790	46,514
35,000	35,000	14,400	3,790	46,514
35,000	35,000	14,400	3,810	46,514
35,000	35,000	14,400	3,840	46,514
35,000	35,000	14,400	3,900	46,514
35,000	35,000	14,400	3,940	46,514
35,000	35,000	14,400	3,960	46,514
35,000	35,000	14,400	3,990	46,514
35,100	35,000	14,400	3,970	0,000
35,100	35,000	14,400	4,000	0,000
35,100	35,000	14,400	4,030	0,000
35,100	35,000	14,400	4,010	0,000
35,100	35,000	14,400	4,000	0,000
35,100	35,000	14,400	3,950	0,000
35,100	35,000	14,400	3,930	0,000
35,100	35,000	14,400	3,940	0,000
35,100	35,000	14,400	3,910	0,000
35,100	35,000	14,400	3,960	0,000
35,100	35,000	14,400	3,950	0,000
35,100	35,000	14,400	3,990	0,000
35,200	35,000	14,400	4,020	0,000
35,200	35,000	14,400	4,040	0,000
35,200	35,000	14,400	4,060	0,000
35,200	35,000	14,400	4,020	0,000
35,100	35,000	14,400	3,980	0,000
35,100	35,000	14,400	3,970	0,000
35,100	35,000	14,400	3,930	0,000
35,100	35,000	14,400	3,940	0,000
35,000	35,000	14,400	3,920	46,514
35,000	35,000	14,400	3,830	46,514
34,900	35,000	14,400	3,970	100,000
34,800	35,000	14,400	3,970	100,000
34,800	35,000	14,400	3,900	100,000
34,700	35,000	14,400	3,950	100,000
34,600	35,000	14,400	3,960	100,000
34,600	35,000	14,400	3,920	100,000
34,600	35,000	14,400	3,930	100,000
34,400	35,000	14,400	3,980	100,000
34,200	35,000	14,400	3,970	100,000
34,100	35,000	14,400	4,000	100,000
34,000	35,000	14,400	4,060	100,000
33,800	35,000	14,400	4,090	100,000
33,700	35,000	14,400	4,060	100,000
33,600	35,000	14,400	4,010	100,000
33,400	35,000	14,400	3,950	100,000
33,400	35,000	14,400	3,910	100,000
33,100	35,000	14,400	3,950	100,000
32,900	35,000	14,400	3,950	100,000
32,800	35,000	14,400	3,990	100,000
32,700	35,000	14,400	4,050	100,000
32,700	35,000	14,400	4,080	100,000
32,600	35,000	14,400	4,100	100,000
32,400	35,000	14,400	4,040	100,000
32,300	35,000	14,400	4,000	100,000
32,200	35,000	14,400	3,970	100,000
32,200	35,000	14,400	3,960	100,000
32,200	35,000	14,400	3,950	100,000
32,200	35,000	14,400	3,950	100,000
32,200	35,000	14,400	3,980	100,000
32,200	35,000	14,400	4,020	100,000
32,300	35,000	14,400	4,060	100,000
32,300	35,000	14,400	4,070	100,000
32,400	35,000	14,400	4,030	100,000
32,500	35,000	14,400	3,930	100,000
32,700	35,000	14,400	3,900	100,000
32,800	35,000	14,400	3,910	100,000
32,900	35,000	14,400	3,860	100,000
33,000	35,000	14,400	3,880	100,000
33,200	35,000	14,400	3,900	100,000
33,400	35,000	14,400	3,910	100,000
33,600	35,000	14,400	3,960	100,000
33,800	35,000	14,400	3,990	100,000
34,000	35,000	14,400	4,080	100,000
34,200	35,000	14,400	4,780	100,000
34,300	35,000	14,400	4,780	100,000
34,500	35,000	14,400	4,310	100,000
34,700	35,000	14,400	4,240	100,000
34,900	35,000	14,400	4,150	100,000
35,100	35,000	14,400	3,980	0,000
35,400	35,000	14,400	4,080	0,000
35,500	35,000	14,400	4,080	0,000
35,700	35,000	14,400	4,070	0,000
35,800	35,000	14,400	4,080	0,000
36,100	35,000	14,300	3,980	0,000
36,400	35,000	14,300	3,980	0,000
36,700	35,000	14,300	3,980	0,000
36,900	35,000	14,300	3,940	0,000
37,200	35,000	14,300	3,950	0,000
37,600	35,000	14,300	3,990	0,000
37,800	35,000	14,300	4,020	0,000
37,900	35,000	14,300	4,080	0,000
38,000	35,000	14,300	4,160	0,000
38,200	35,000	14,300	4,150	0,000
38,600	35,000	14,300	4,050	0,000
39,200	35,000	14,300	4,020	0,000
39,400	35,000	14,300	4,000	0,000
39,600	35,000	14,400	3,990	0,000
39,700	35,000	14,400	4,000	0,000
39,800	35,000	14,400	4,000	0,000
