27,500	35,000	14,100	3,970	100,000
27,800	35,000	14,100	3,940	100,000
28,000	35,000	14,100	3,920	100,000
28,300	35,000	14,100	3,920	100,000
28,400	35,000	14,100	4,100	100,000
28,600	35,000	14,100	4,010	100,000
29,100	35,000	14,100	4,000	100,000
29,500	35,000	14,100	4,030	100,000
29,900	35,000	14,100	4,050	100,000
30,400	35,000	14,100	4,020	100,000
30,700	35,000	14,100	4,020	100,000
30,900	35,000	14,100	4,000	100,000
31,000	35,000	14,100	4,000	100,000
31,400	35,000	14,100	4,020	100,000
32,000	35,000	14,100	4,000	100,000
32,900	35,000	14,100	4,000	100,000
33,400	35,000	14,100	4,020	100,000
33,700	35,000	14,100	4,020	100,000
33,900	35,000	14,100	3,980	100,000
34,400	35,000	14,100	4,000	100,000
34,800	35,000	14,100	3,990	100,000
35,200	35,000	14,100	3,970	0,000
35,400	35,000	14,100	3,980	0,000
35,700	35,000	14,100	3,990	0,000
36,100	35,000	14,100	3,980	0,000
36,400	35,000	14,100	3,990	0,000
36,700	35,000	14,100	3,980	0,000
37,000	35,000	14,100	3,980	0,000
37,300	35,000	14,100	3,980	0,000
37,700	35,000	14,100	3,990	0,000
38,200	35,000	14,100	4,020	0,000
38,500	35,000	14,100	4,060	0,000
38,700	35,000	14,100	4,060	0,000
38,900	35,000	14,100	4,050	0,000
39,100	35,000	14,100	4,050	0,000
39,500	35,000	14,100	3,970	0,000
40,000	35,000	14,100	3,920	0,000
40,400	35,000	14,100	3,900	0,000
40,900	35,000	14,100	3,910	0,000
41,300	35,000	14,100	3,940	0,000
41,600	35,000	14,100	4,020	0,000
41,800	35,000	14,100	4,080	0,000
42,000	35,000	14,100	4,010	0,000
42,200	35,000	14,100	3,990	0,000
42,400	35,000	14,100	3,940	0,000
42,500	35,000	14,100	3,900	0,000
42,600	35,000	14,100	3,980	0,000
43,000	35,000	14,100	3,940	0,000
43,400	35,000	14,100	3,980	0,000
43,600	35,000	14,100	4,040	0,000
43,700	35,000	14,100	4,020	0,000
43,800	35,000	14,100	4,090	0,000
44,000	35,000	14,100	4,090	0,000
44,000	35,000	14,100	4,080	0,000
44,000	35,000	14,100	4,040	0,000
44,100	35,000	14,100	3,990	0,000
44,000	35,000	14,100	3,980	0,000
44,000	35,000	14,100	3,850	0,000
43,900	35,000	14,100	3,850	0,000
43,900	35,000	14,100	3,810	0,000
43,800	35,000	14,100	3,830	0,000
43,700	35,000	14,100	3,990	0,000
43,600	35,000	14,100	4,250	0,000
43,500	35,000	14,100	4,230	0,000
43,400	35,000	14,100	4,100	0,000
43,300	35,000	14,100	4,130	0,000
43,200	35,000	14,100	4,160	0,000
43,000	35,000	14,100	4,100	0,000
42,900	35,000	14,100	3,940	0,000
42,700	35,000	14,100	3,830	0,000
42,500	35,000	14,100	3,820	0,000
42,300	35,000	14,100	3,880	0,000
42,200	35,000	14,100	3,960	0,000
42,000	35,000	14,100	4,060	0,000
41,800	35,000	14,100	4,120	0,000
41,500	35,000	14,100	3,900	0,000
41,200	35,000	14,100	3,640	0,000
40,800	35,000	14,100	3,610	0,000
40,700	35,000	14,100	3,610	0,000
40,500	35,000	14,100	3,600	0,000
40,300	35,000	14,100	3,760	0,000
39,900	35,000	14,100	3,990	0,000
39,600	35,000	14,100	4,060	0,000
39,300	35,000	14,100	4,040	0,000
39,000	35,000	14,100	4,010	0,000
38,800	35,000	14,100	3,940	0,000
38,500	35,000	14,100	3,780	0,000
38,100	35,000	14,100	3,950	0,000
37,800	35,000	14,100	4,020	0,000
