Sample,X(ms) [08.01.2012 23:58:41 963 UTC],"Heater_Flow_In[%IW112]","Heater_Tin_In[%IW103]","Heater_Tout_In[%IW122]","Signals_DB.Heater_PWR"
2,1326067122563.859040,100,147,153,0
3,1326067122863.795720,100,147,153,0
4,1326067123163.821120,100,147,153,0
5,1326067123463.838360,102,148,153,0
6,1326067123763.820240,102,148,153,0
7,1326067124063.805320,102,148,153,0
8,1326067124363.826040,101,148,153,0
9,1326067124663.861020,101,148,153,0
10,1326067124963.836760,101,148,153,0
11,1326067125263.846480,100,148,153,0
12,1326067125563.816240,101,148,153,0
13,1326067125863.802920,100,148,153,0
14,1326067126163.849740,100,148,153,0
15,1326067126463.807940,100,148,153,0
16,1326067126763.837000,101,148,153,0
17,1326067127063.852220,101,148,153,0
18,1326067127363.829000,100,148,153,0
19,1326067127663.821340,100,148,153,0
20,1326067127963.828000,100,148,153,0
21,1326067128263.807940,101,148,153,0
22,1326067128563.826420,101,148,153,0
23,1326067128863.868560,100,148,153,0
24,1326067129163.803300,99,148,153,0
25,1326067129463.853600,100,148,153,0
26,1326067129763.824840,100,148,153,0
27,1326067130063.851740,100,148,153,0
28,1326067130363.804880,100,148,153,0
29,1326067130663.828620,101,148,153,0
30,1326067130963.829120,101,148,152,0
31,1326067131263.832360,101,148,152,0
32,1326067131563.849400,101,148,152,0
33,1326067131863.825000,102,148,152,0
34,1326067132163.826760,102,148,152,0
35,1326067132463.840140,102,148,152,0
36,1326067132763.840160,101,148,152,0
37,1326067133063.812800,99,148,152,0
38,1326067133363.853420,100,148,152,0
39,1326067133663.825540,100,148,152,0
40,1326067133963.814080,101,148,152,0
41,1326067134263.875640,101,148,152,0
42,1326067134563.853440,101,148,152,0
43,1326067134863.833860,101,148,151,20
44,1326067135163.852700,101,148,151,20
45,1326067135463.852000,102,148,151,20
46,1326067135763.825140,100,148,151,20
47,1326067136064.154800,100,148,151,20
48,1326067136363.826340,101,148,151,20
49,1326067136663.817480,100,148,151,20
50,1326067136963.870920,102,148,151,20
51,1326067137263.864040,101,148,151,20
52,1326067137563.828020,101,148,151,20
53,1326067137863.879900,101,148,151,20
54,1326067138163.827840,101,148,151,20
55,1326067138463.833300,101,148,151,20
56,1326067138763.840040,101,148,151,20
57,1326067139063.901460,100,148,151,20
58,1326067139363.835180,100,148,151,20
59,1326067139663.900640,101,148,151,20
60,1326067139963.826300,101,148,151,20
61,1326067140263.847660,101,148,151,20
62,1326067140563.838300,99,148,150,20
63,1326067140863.814880,99,148,150,20
64,1326067141163.830540,99,148,150,20
65,1326067141463.886500,99,148,150,20
66,1326067141763.829280,99,148,150,20
67,1326067142063.824240,100,148,150,20
68,1326067142363.851020,99,148,150,20
69,1326067142663.806100,99,148,150,20
70,1326067142963.817920,99,148,150,20
71,1326067143263.838540,101,148,150,20
72,1326067143563.851340,100,148,150,20
73,1326067143863.806980,100,148,150,20
74,1326067144163.858000,100,148,150,20
75,1326067144463.808660,99,148,150,20
76,1326067144763.781540,100,148,150,20
77,1326067145063.818400,100,148,150,20
78,1326067145363.784820,99,148,150,20
79,1326067145663.787480,99,148,150,20
80,1326067145963.819040,100,148,150,20
81,1326067146263.782940,100,148,150,20
82,1326067146563.808240,101,148,150,20
83,1326067146863.811180,100,148,150,20
84,1326067147163.765760,100,148,150,20
85,1326067147463.783840,100,148,150,20
86,1326067147763.785400,100,148,150,20
87,1326067148063.781000,101,148,150,20
88,1326067148363.788200,101,148,150,20
89,1326067148663.800760,101,148,151,20
90,1326067148963.770100,88,148,151,20
91,1326067149263.775940,95,148,151,20
92,1326067149563.798200,104,148,151,20
93,1326067149863.787400,101,148,151,20
94,1326067150163.761000,97,148,151,20
95,1326067150463.789860,96,148,151,20
96,1326067150763.774040,95,148,151,20
97,1326067151063.783200,98,148,151,20
98,1326067151363.815160,99,148,151,20
99,1326067151663.788000,98,148,151,20
100,1326067151963.789940,96,148,151,20
101,1326067152263.779420,96,148,151,20
102,1326067152563.801840,98,148,152,20
103,1326067152863.768420,99,148,152,20
104,1326067153163.837640,98,148,152,20
105,1326067153463.772580,97,148,152,20
106,1326067153763.782480,96,148,152,20
107,1326067154063.823340,98,148,152,20
108,1326067154363.822140,100,148,152,20
109,1326067154663.831160,98,148,152,20
110,1326067154963.801400,97,148,152,20
111,1326067155263.772840,97,148,152,20
112,1326067155563.762200,98,148,152,20
113,1326067155864.212940,99,148,153,20
114,1326067156163.791240,98,148,153,20
115,1326067156463.875200,98,148,153,20
116,1326067156763.868260,97,148,153,20
117,1326067157063.844000,96,148,154,20
118,1326067157363.900480,97,148,154,20
119,1326067157663.837540,97,148,154,20
120,1326067157963.841800,97,148,155,20
121,1326067158263.801120,97,148,155,20
122,1326067158563.839280,97,148,156,20
123,1326067158863.819020,102,148,156,20
124,1326067159163.843320,100,148,156,20
125,1326067159463.840000,100,148,157,20
126,1326067159763.839260,101,148,157,20
127,1326067160063.848200,100,148,157,20
128,1326067160363.828960,100,148,158,20
129,1326067160663.846380,99,148,158,20
130,1326067160963.825580,97,148,158,20
131,1326067161263.841720,98,148,158,20
132,1326067161563.838000,97,148,158,20
133,1326067161863.812360,97,148,158,20
134,1326067162163.837320,96,148,159,20
135,1326067162463.846480,98,148,159,20
136,1326067162763.838500,98,148,160,20
137,1326067163063.853140,97,148,161,20
138,1326067163363.814720,97,148,161,20
139,1326067163663.814560,97,148,162,20
140,1326067163963.867300,98,148,163,20
141,1326067164263.800880,100,148,163,20
142,1326067164563.827920,99,148,164,20
143,1326067164863.846080,95,148,165,20
144,1326067165163.844860,98,148,166,20
145,1326067165463.842380,99,148,167,20
146,1326067165763.848440,98,148,168,20
147,1326067166063.850380,96,148,169,20
148,1326067166363.812100,96,148,170,20
149,1326067166663.859240,97,148,171,20
150,1326067166963.829780,98,148,172,20
151,1326067167263.842140,98,148,173,20
152,1326067167563.853020,97,148,174,20
153,1326067167863.851820,101,148,175,20
154,1326067168163.802880,103,148,176,20
155,1326067168463.813540,100,148,176,20
156,1326067168763.850240,100,148,177,20
157,1326067169063.805380,102,148,177,20
158,1326067169363.826960,102,148,178,20
159,1326067169663.802540,102,148,178,20
160,1326067169963.808060,101,148,179,20
161,1326067170263.818800,99,148,180,20
162,1326067170563.834760,99,148,181,20
163,1326067170863.870240,98,148,181,20
164,1326067171163.840420,97,148,182,20
165,1326067171463.816060,98,148,183,20
166,1326067171763.784940,98,148,184,20
167,1326067172063.827940,99,148,185,20
168,1326067172363.817020,98,148,185,20
169,1326067172663.781260,100,148,186,20
170,1326067172963.861260,101,148,187,20
171,1326067173263.812920,100,148,188,20
172,1326067173563.794000,100,148,189,20
173,1326067173863.847320,100,148,190,20
174,1326067174163.804480,101,148,190,20
175,1326067174463.826200,102,148,191,20
176,1326067174763.842160,101,148,191,20
177,1326067175063.791200,101,148,192,20
178,1326067175363.825920,101,148,193,20
179,1326067175663.827540,101,148,194,20
180,1326067175963.813000,100,148,194,20
181,1326067176263.784140,99,148,196,20
182,1326067176563.856920,99,148,196,20
183,1326067176863.815900,96,149,197,20
184,1326067177163.809420,101,149,198,20
185,1326067177463.838340,102,149,199,20
186,1326067177763.794800,98,149,200,20
187,1326067178063.805240,99,149,201,20
188,1326067178363.843480,100,149,202,20
189,1326067178663.830800,100,149,204,20
190,1326067178963.843600,102,149,204,20
191,1326067179263.857020,101,149,205,20
192,1326067179563.848260,100,149,206,20
193,1326067179863.826400,101,149,207,20
194,1326067180163.865220,100,149,208,20
195,1326067180463.852260,101,149,209,20
196,1326067180763.824800,100,149,210,20
197,1326067181063.889300,100,149,210,20
198,1326067181363.850640,99,149,211,20
199,1326067181663.889580,99,149,211,20
200,1326067181963.868060,100,149,212,20
201,1326067182264.143100,100,149,212,20
202,1326067182563.915180,99,149,213,20
203,1326067182863.855060,99,149,213,20
204,1326067183163.849080,100,149,213,20
205,1326067183463.856820,101,149,213,20
206,1326067183763.879880,101,149,213,20
207,1326067184063.863620,101,149,213,20
208,1326067184363.833160,103,149,213,20
209,1326067184663.855440,106,149,214,20
210,1326067184963.872920,103,149,214,20
211,1326067185263.853000,99,149,214,20
212,1326067185563.850440,102,149,215,20
213,1326067185863.849320,104,149,215,20
214,1326067186163.824720,105,149,215,20
215,1326067186463.869860,105,149,216,20
216,1326067186763.848240,103,149,216,20
217,1326067187063.831620,103,149,216,20
218,1326067187363.869000,102,149,217,20
219,1326067187663.910040,102,149,217,20
220,1326067187963.844100,102,149,218,20
221,1326067188263.889940,100,149,218,20
222,1326067188563.852360,100,149,219,20
223,1326067188863.868800,100,149,220,20
224,1326067189163.882780,101,149,222,20
225,1326067189463.846760,101,149,223,20
226,1326067189763.860160,102,149,224,20
227,1326067190063.858960,114,149,225,20
228,1326067190363.846460,106,149,226,20
229,1326067190663.835100,97,149,227,20
230,1326067190963.910700,100,149,227,20
231,1326067191263.846160,104,149,228,20
232,1326067191563.835040,105,149,229,20
233,1326067191863.866180,104,149,229,20
234,1326067192163.831540,101,149,230,20
235,1326067192463.828360,100,149,230,20
236,1326067192763.850160,102,149,231,20
237,1326067193063.845160,103,149,231,20
238,1326067193363.861840,105,149,231,20
239,1326067193663.879960,101,149,231,20
240,1326067193963.897080,95,149,231,20
241,1326067194263.827260,101,149,231,20
242,1326067194563.860920,107,149,231,20
243,1326067194863.863000,105,149,231,20
244,1326067195163.847420,101,149,232,20
245,1326067195463.876160,99,149,232,20
246,1326067195763.854540,101,149,233,20
247,1326067196063.832880,103,149,233,20
248,1326067196363.859060,102,149,234,20
249,1326067196663.838300,101,149,234,20
250,1326067196963.841040,100,149,234,20
251,1326067197263.845320,100,149,235,20
252,1326067197563.866720,101,149,235,20
253,1326067197863.837680,104,149,235,20
254,1326067198163.841220,102,149,235,20
255,1326067198463.839300,101,149,236,20
256,1326067198763.826940,101,149,236,20
257,1326067199063.886360,103,149,236,20
258,1326067199363.852360,104,149,237,20
259,1326067199663.810140,102,149,237,20
260,1326067199963.847480,102,149,238,20
