Sample,X(ms) [09.01.2012 01:14:36 063 UTC],"Heater_Flow_In[%IW112]","Heater_Tin_In[%IW103]","Heater_Tout_In[%IW122]","Signals_DB.Heater_PWR"
3,1326071676963.863760,301,142,146,0
4,1326071677263.885360,300,142,146,0
5,1326071677563.886620,301,142,146,0
6,1326071677863.879940,301,142,146,0
7,1326071678163.855900,304,142,147,0
8,1326071678463.857040,306,142,147,0
9,1326071678763.865280,307,142,147,0
10,1326071679063.882180,301,142,147,0
11,1326071679363.866120,296,142,147,0
12,1326071679663.866640,297,142,147,0
13,1326071679963.862060,297,142,147,0
14,1326071680263.880920,297,142,147,0
15,1326071680563.869980,295,142,147,0
16,1326071680863.863440,294,142,147,0
17,1326071681163.869720,297,142,147,0
18,1326071681463.875640,302,142,147,0
19,1326071681763.885840,307,142,147,0
20,1326071682063.867080,308,142,147,0
21,1326071682363.880500,306,142,147,0
22,1326071682663.870660,303,142,148,0
23,1326071682963.865040,301,142,148,0
24,1326071683263.883300,301,142,148,0
25,1326071683563.863340,299,142,148,0
26,1326071683863.899860,298,142,148,0
27,1326071684163.879000,298,142,148,0
28,1326071684463.904940,298,142,148,0
29,1326071684763.892240,298,142,148,0
30,1326071685063.903500,297,142,148,0
31,1326071685363.863280,297,142,148,20
32,1326071685663.884580,296,142,148,20
33,1326071685963.882100,297,142,148,20
34,1326071686263.844080,297,142,148,20
35,1326071686563.950100,301,142,148,20
36,1326071686863.887380,305,142,148,20
37,1326071687163.858820,307,142,148,20
38,1326071687463.890160,305,142,148,20
39,1326071687763.884480,301,142,148,20
40,1326071688063.898760,299,142,148,20
41,1326071688363.855300,301,142,148,20
42,1326071688663.869300,300,142,148,20
43,1326071688963.858320,299,142,148,20
44,1326071689263.887280,298,142,149,20
45,1326071689563.892940,299,142,149,20
46,1326071689863.890940,300,142,149,20
47,1326071690163.890060,299,142,149,20
48,1326071690463.874860,290,142,148,20
49,1326071690763.882220,292,142,148,20
50,1326071691063.880960,303,142,148,20
51,1326071691363.868380,307,142,148,20
52,1326071691663.899380,301,142,148,20
53,1326071691963.854600,296,143,148,20
54,1326071692263.876100,293,143,148,20
55,1326071692563.872000,300,143,148,20
56,1326071692863.872040,305,143,148,20
57,1326071693163.873540,298,143,148,20
58,1326071693463.872900,297,143,148,20
59,1326071693763.855340,300,143,148,20
60,1326071694063.897260,302,143,148,20
61,1326071694363.861240,306,143,148,20
62,1326071694663.889640,305,143,148,20
63,1326071694963.896540,302,143,148,20
64,1326071695263.854860,301,143,148,20
65,1326071695563.842000,302,143,148,20
66,1326071695863.866980,304,143,148,20
67,1326071696163.825800,302,143,148,20
68,1326071696463.856640,301,143,149,20
69,1326071696763.884140,301,143,149,20
70,1326071697063.861360,303,143,149,20
71,1326071697363.907420,304,143,149,20
72,1326071697663.894760,305,143,149,20
73,1326071697963.891300,305,143,149,20
74,1326071698263.873720,305,143,149,20
75,1326071698563.883240,304,143,149,20
76,1326071698863.891800,299,143,149,20
77,1326071699163.859020,289,143,149,20
78,1326071699463.893000,288,143,149,20
79,1326071699763.893240,295,143,149,20
80,1326071700063.912200,301,143,149,20
81,1326071700363.940000,299,143,149,20
82,1326071700663.877860,300,143,149,20
83,1326071700963.886040,304,143,149,20
84,1326071701263.904940,309,143,150,20
85,1326071701563.896680,310,143,150,20
86,1326071701863.880780,304,143,150,20
87,1326071702163.882020,297,143,150,20
88,1326071702463.880960,293,143,150,20
89,1326071702763.872540,294,143,150,20
90,1326071703063.891280,296,143,150,20
91,1326071703363.879440,297,143,151,20
92,1326071703663.885800,298,143,151,20
93,1326071703963.879880,302,143,151,20
94,1326071704263.890740,307,143,151,20
95,1326071704563.875000,310,143,152,20
96,1326071704863.859340,304,143,152,20
97,1326071705163.885480,298,143,152,20
98,1326071705463.874800,295,143,152,20
99,1326071705763.888340,294,143,153,20
100,1326071706063.885300,294,143,153,20
101,1326071706363.854840,298,143,153,20
102,1326071706663.892180,307,143,154,20
103,1326071706963.908060,306,143,154,20
104,1326071707263.878520,299,143,154,20
105,1326071707563.911600,290,143,154,20
106,1326071707863.863560,300,143,154,20
107,1326071708163.885340,303,143,155,20
108,1326071708463.907620,299,143,155,20
109,1326071708763.875360,294,143,155,20
110,1326071709063.881600,293,143,155,20
111,1326071709363.865580,296,143,156,20
112,1326071709663.860520,300,143,156,20
113,1326071709963.868840,301,143,157,20
114,1326071710263.896780,300,143,158,20
115,1326071710563.908120,298,143,159,20
116,1326071710863.890300,287,143,160,20
117,1326071711163.859680,299,143,161,20
118,1326071711463.854200,310,143,161,20
119,1326071711763.859220,307,143,161,20
120,1326071712063.904380,297,143,162,20
121,1326071712363.949160,293,143,162,20
122,1326071712663.861640,293,143,163,20
123,1326071712963.853980,293,143,164,20
124,1326071713263.883120,293,143,165,20
125,1326071713563.856980,289,143,166,20
126,1326071713863.945800,295,143,167,20
127,1326071714163.884900,305,143,168,20
128,1326071714463.856900,309,143,169,20
129,1326071714763.882720,303,143,169,20
130,1326071715063.864580,298,143,170,20
131,1326071715363.890240,293,143,170,20
132,1326071715663.862120,295,143,171,20
133,1326071715963.867300,296,143,171,20
134,1326071716263.852320,295,143,172,20
135,1326071716563.862340,295,143,172,20
136,1326071716863.849440,297,143,173,20
137,1326071717163.860880,301,143,173,20
138,1326071717463.881460,304,143,174,20
139,1326071717763.883280,303,143,174,20
140,1326071718063.862980,301,143,175,20
141,1326071718363.859180,301,143,176,20
142,1326071718663.880540,301,143,176,20
143,1326071718963.900240,301,143,177,20
144,1326071719263.871420,300,143,177,20
145,1326071719563.879740,298,143,178,20
146,1326071719863.874900,300,143,178,20
147,1326071720163.883880,300,143,178,20
148,1326071720463.873560,299,143,179,20
149,1326071720763.913000,299,143,180,20
150,1326071721063.887500,299,143,181,20
151,1326071721363.926120,299,143,182,20
152,1326071721663.901900,299,143,183,20
153,1326071721963.922580,300,143,183,20
154,1326071722263.934700,301,143,184,20
155,1326071722563.877220,299,143,185,20
156,1326071722863.892080,299,143,186,20
157,1326071723163.890700,299,143,187,20
158,1326071723463.885480,299,143,187,20
159,1326071723763.852900,299,143,188,20
160,1326071724063.900000,299,143,189,20
161,1326071724363.873380,300,143,190,20
162,1326071724663.902700,300,143,190,20
163,1326071724963.885120,301,143,191,20
164,1326071725263.865440,301,143,191,20
165,1326071725563.842680,308,143,192,20
166,1326071725863.881180,306,143,192,20
167,1326071726163.851900,300,143,193,20
168,1326071726463.903940,298,143,193,20
169,1326071726763.839760,298,143,194,20
170,1326071727063.900700,300,143,195,20
171,1326071727363.883900,299,143,197,20
172,1326071727663.866720,299,143,198,20
173,1326071727963.886980,296,143,200,20
174,1326071728263.870620,295,143,200,20
175,1326071728563.849640,296,143,201,20
176,1326071728863.887680,297,143,201,20
177,1326071729163.887100,299,143,201,20
178,1326071729463.901480,300,143,202,20
