Sample,X(ms) [09.01.2012 00:56:52 563 UTC],"Heater_Flow_In[%IW112]","Heater_Tin_In[%IW103]","Heater_Tout_In[%IW122]","Signals_DB.Heater_PWR"
2,1326070613163.879400,255,142,148,0
3,1326070613463.915080,259,142,148,0
4,1326070613763.881780,259,142,148,0
5,1326070614063.882260,253,142,148,0
6,1326070614363.890740,251,142,148,0
7,1326070614663.879820,250,142,148,0
8,1326070614963.951440,248,142,148,0
9,1326070615263.898600,248,142,148,0
10,1326070615563.878500,247,142,148,0
11,1326070615863.909040,246,142,148,0
12,1326070616163.881340,246,142,148,0
13,1326070616463.915680,246,142,148,0
14,1326070616763.940580,246,142,148,0
15,1326070617063.909460,248,142,148,0
16,1326070617363.877940,253,142,147,0
17,1326070617663.921200,258,142,147,0
18,1326070617963.884020,260,142,147,0
19,1326070618263.918880,255,142,147,0
20,1326070618563.883860,252,142,147,0
21,1326070618863.871720,251,142,147,0
22,1326070619163.881400,251,142,147,0
23,1326070619463.866100,251,142,147,0
24,1326070619763.949700,251,142,147,0
25,1326070620063.885320,250,142,147,0
26,1326070620363.912460,248,142,147,0
27,1326070620663.879820,247,142,147,0
28,1326070620963.909500,246,142,147,0
29,1326070621263.878540,247,142,147,0
30,1326070621563.881020,249,142,147,0
31,1326070621863.870340,253,142,147,0
32,1326070622163.919200,257,142,147,0
33,1326070622463.871020,255,142,148,0
34,1326070622763.870080,252,142,148,0
35,1326070623063.869600,250,142,148,0
36,1326070623363.900520,248,142,148,0
37,1326070623663.864180,248,142,148,0
38,1326070623963.881360,248,142,148,0
39,1326070624263.874780,248,142,148,0
40,1326070624563.849620,248,142,148,0
41,1326070624863.909000,247,142,147,0
42,1326070625163.877280,247,142,147,0
43,1326070625463.911340,250,142,147,0
44,1326070625763.876600,255,143,147,0
45,1326070626063.904160,259,143,147,0
46,1326070626363.870520,259,143,147,0
47,1326070626663.893020,253,143,147,0
48,1326070626963.869860,248,143,146,0
49,1326070627263.841680,241,143,146,0
50,1326070627563.899240,234,143,146,0
51,1326070627863.881860,236,143,146,0
52,1326070628163.847660,238,143,146,0
53,1326070628463.861320,242,143,146,0
54,1326070628763.865120,244,143,146,0
55,1326070629063.929660,250,143,146,0
56,1326070629363.872280,255,143,146,0
57,1326070629663.909760,259,143,146,0
58,1326070629963.894660,257,143,146,0
59,1326070630263.849460,243,143,146,0
60,1326070630563.838640,241,143,146,0
61,1326070630863.881880,241,143,146,0
62,1326070631163.871800,240,143,146,0
63,1326070631463.876940,236,143,146,0
64,1326070631763.869280,237,143,146,0
65,1326070632063.857400,244,143,146,0
66,1326070632363.851200,252,143,146,0
67,1326070632663.936960,257,143,146,0
68,1326070632963.856680,251,143,146,0
69,1326070633263.844920,247,143,146,0
70,1326070633563.885040,245,143,147,0
71,1326070633863.872220,245,143,147,0
72,1326070634163.859600,245,143,147,0
73,1326070634463.904120,244,143,147,0
74,1326070634763.864480,245,143,147,0
75,1326070635063.884400,249,143,147,0
76,1326070635363.858080,254,143,147,0
77,1326070635663.890180,259,143,147,0
78,1326070635963.881540,259,143,147,20
79,1326070636263.873800,253,143,147,20
80,1326070636563.917540,248,143,147,20
81,1326070636863.869840,247,143,147,20
82,1326070637163.902720,252,143,147,20
83,1326070637463.860500,256,143,148,20
84,1326070637763.874240,253,143,148,20
85,1326070638063.894840,252,143,148,20
86,1326070638363.889200,253,143,148,20
87,1326070638663.862300,258,143,148,20
88,1326070638963.852420,259,143,148,20
89,1326070639263.941680,255,143,148,20
90,1326070639563.880900,254,143,148,20
91,1326070639863.904520,255,143,147,20
92,1326070640163.852820,258,143,147,20
93,1326070640463.854140,258,143,147,20
94,1326070640763.925880,256,143,147,20
95,1326070641063.872680,252,143,147,20
96,1326070641363.932020,252,143,147,20
97,1326070641663.950820,251,143,147,20
98,1326070641963.905040,250,143,147,20
99,1326070642263.871860,249,143,147,20
100,1326070642563.909220,247,143,147,20
101,1326070642863.872900,248,143,147,20
102,1326070643163.875060,250,143,147,20
103,1326070643463.875540,250,143,147,20
104,1326070643763.940060,249,143,147,20
105,1326070644063.864840,248,143,147,20
106,1326070644363.874100,250,143,147,20
107,1326070644663.904780,253,143,148,20
108,1326070644963.839540,256,143,148,20
109,1326070645263.879780,259,143,148,20
110,1326070645563.839700,246,143,148,20
111,1326070645863.807800,242,143,148,20
112,1326070646163.841820,243,143,148,20
113,1326070646463.832100,244,143,148,20
114,1326070646763.812840,243,143,148,20
115,1326070647063.858760,242,143,148,20
116,1326070647363.903160,249,143,148,20
117,1326070647663.841880,256,143,148,20
118,1326070647963.841220,262,143,148,20
119,1326070648263.827560,259,143,148,20
120,1326070648563.825160,250,143,148,20
121,1326070648863.849280,246,143,148,20
122,1326070649163.835800,244,143,148,20
123,1326070649463.835400,244,143,148,20
124,1326070649763.833160,244,143,148,20
125,1326070650063.820160,247,143,148,20
126,1326070650363.896800,251,143,148,20
127,1326070650663.847760,255,143,149,20
128,1326070650963.874940,259,143,149,20
129,1326070651263.838760,262,143,149,20
130,1326070651563.841720,257,143,149,20
131,1326070651863.817680,252,143,149,20
132,1326070652163.854980,250,143,149,20
133,1326070652463.830260,251,143,150,20
134,1326070652763.848620,253,143,150,20
135,1326070653063.907260,250,143,150,20
136,1326070653363.850240,248,143,150,20
137,1326070653663.848420,248,143,151,20
138,1326070653963.829220,250,143,151,20
139,1326070654263.812000,249,143,152,20
140,1326070654563.849540,247,143,152,20
141,1326070654863.849080,248,143,152,20
142,1326070655163.854660,251,143,153,20
143,1326070655463.848700,257,143,153,20
144,1326070655763.843400,258,143,153,20
145,1326070656063.935940,252,143,153,20
146,1326070656363.852900,248,143,153,20
147,1326070656663.822040,246,143,154,20
148,1326070656963.830260,239,143,154,20
149,1326070657263.874440,238,143,154,20
150,1326070657563.897740,239,143,155,20
151,1326070657863.896380,246,143,155,20
152,1326070658163.899160,253,143,156,20
153,1326070658463.868340,257,143,156,20
154,1326070658763.873220,257,143,156,20
155,1326070659063.862880,251,143,157,20
156,1326070659363.880320,248,143,158,20
157,1326070659663.863620,245,143,158,20
158,1326070659963.868960,244,143,159,20
159,1326070660263.871800,245,143,159,20
160,1326070660563.907060,245,143,160,20
161,1326070660863.925180,248,143,161,20
162,1326070661163.891960,253,143,161,20
163,1326070661463.879620,258,143,162,20
164,1326070661763.889080,263,143,163,20
165,1326070662063.869440,260,143,164,20
166,1326070662363.903860,253,143,165,20
167,1326070662663.879780,249,143,165,20
168,1326070662963.875520,247,143,165,20
169,1326070663263.899240,247,143,166,20
170,1326070663563.872480,246,143,166,20
171,1326070663863.887440,246,143,167,20
172,1326070664163.888920,245,143,167,20
173,1326070664463.853620,245,143,168,20
174,1326070664763.858200,250,143,169,20
175,1326070665063.899560,255,143,169,20
176,1326070665363.877080,261,143,170,20
177,1326070665663.894760,260,143,170,20
178,1326070665963.905340,254,143,170,20
179,1326070666263.861720,251,143,170,20
180,1326070666563.866920,249,143,169,20
181,1326070666863.868680,247,143,169,20
182,1326070667163.913660,246,143,169,20
183,1326070667463.905420,247,143,170,20
184,1326070667763.894060,249,143,170,20
185,1326070668063.891660,252,143,171,20
186,1326070668363.882580,248,143,172,20
187,1326070668663.861540,252,143,172,20
188,1326070668963.895020,259,143,173,20
189,1326070669263.890740,263,143,173,20
190,1326070669563.858140,258,143,174,20
191,1326070669863.885600,251,143,175,20
192,1326070670163.899480,247,143,176,20
193,1326070670463.916000,246,143,178,20
194,1326070670763.879020,246,143,179,20
195,1326070671063.943660,247,143,181,20
196,1326070671363.870980,246,143,182,20
197,1326070671663.890800,248,143,183,20
198,1326070671963.882000,253,143,183,20
199,1326070672263.901100,257,143,184,20
200,1326070672563.877520,260,143,185,20
201,1326070672863.921200,255,143,185,20
202,1326070673163.891920,249,143,185,20
203,1326070673463.887860,245,143,186,20
204,1326070673763.890400,244,143,186,20
205,1326070674063.888300,245,143,186,20
206,1326070674363.860240,248,143,186,20
207,1326070674663.910660,253,143,187,20
208,1326070674963.908040,256,143,187,20
209,1326070675263.942720,258,143,187,20
210,1326070675563.872920,258,143,187,20
211,1326070675863.867880,252,143,187,20
212,1326070676163.861700,248,143,187,20
213,1326070676463.903960,245,143,187,20
214,1326070676763.885820,243,143,188,20
215,1326070677063.903420,243,143,188,20
216,1326070677363.880900,242,143,189,20
217,1326070677663.871240,245,143,189,20
218,1326070677963.868420,250,143,190,20
219,1326070678263.899440,253,143,190,20
220,1326070678563.862240,256,143,190,20
221,1326070678863.891740,258,143,191,20
222,1326070679163.913560,255,143,191,20
223,1326070679463.883240,251,143,192,20
