Sample,X(ms) [09.01.2012 01:33:00 363 UTC],"Heater_Flow_In[%IW112]","Heater_Tin_In[%IW103]","Heater_Tout_In[%IW122]","Signals_DB.Heater_PWR"
2,1326072780963.886480,357,142,147,0
3,1326072781263.851920,361,142,146,0
4,1326072781563.871460,360,142,146,0
5,1326072781863.878720,357,142,146,0
6,1326072782163.901740,356,142,146,0
7,1326072782463.873280,357,142,146,0
8,1326072782763.954960,356,142,146,0
9,1326072783063.899780,355,142,146,0
10,1326072783363.896920,354,142,147,0
11,1326072783663.900120,354,142,147,0
12,1326072783963.919800,354,142,147,0
13,1326072784263.954440,353,142,147,0
14,1326072784563.883160,352,142,147,0
15,1326072784863.893900,352,142,147,0
16,1326072785163.917380,355,142,147,0
17,1326072785463.914840,358,142,147,0
18,1326072785763.876800,359,142,147,0
19,1326072786063.930600,355,142,146,0
20,1326072786363.875240,355,142,146,0
21,1326072786663.892400,355,142,146,0
22,1326072786963.890880,354,142,146,0
23,1326072787263.861300,354,142,146,0
24,1326072787563.902200,353,142,146,0
25,1326072787863.874480,353,142,146,0
26,1326072788163.879460,353,142,146,0
27,1326072788463.890680,353,142,146,0
28,1326072788763.896200,352,142,146,0
29,1326072789063.905360,352,142,146,0
30,1326072789363.914280,352,142,146,0
31,1326072789663.904000,350,142,146,0
32,1326072789963.906560,349,142,146,0
33,1326072790263.899580,350,142,146,0
34,1326072790563.906340,351,142,146,0
35,1326072790863.879020,352,142,146,0
36,1326072791163.903940,353,142,146,0
37,1326072791463.890480,354,142,147,0
38,1326072791763.908860,357,142,147,0
39,1326072792063.891920,357,142,147,0
40,1326072792363.900100,354,142,147,0
41,1326072792663.898700,349,142,147,0
42,1326072792964.214980,345,142,147,0
43,1326072793263.876940,343,142,147,0
44,1326072793563.877340,341,142,147,0
45,1326072793863.895340,339,142,147,0
46,1326072794163.865040,341,142,146,0
47,1326072794463.867140,347,142,146,0
48,1326072794763.898940,354,142,146,0
49,1326072795063.899060,358,142,146,0
50,1326072795363.899760,355,142,146,0
51,1326072795663.889600,353,142,146,0
52,1326072795963.875400,351,142,146,0
53,1326072796263.892440,350,142,146,0
54,1326072796563.888360,349,142,146,0
55,1326072796863.924180,349,142,146,0
56,1326072797163.913580,350,142,146,0
57,1326072797463.867900,350,142,146,0
58,1326072797763.882400,350,142,146,0
59,1326072798063.881320,349,142,146,0
60,1326072798363.889620,347,142,146,0
61,1326072798663.901640,349,142,145,0
62,1326072798963.848740,352,142,145,0
63,1326072799263.866400,356,142,145,0
64,1326072799563.895820,355,143,145,0
65,1326072799863.870780,353,143,145,0
66,1326072800163.899300,351,143,145,0
67,1326072800463.864280,351,143,145,0
68,1326072800763.915120,351,143,145,0
69,1326072801063.894240,351,143,145,0
70,1326072801363.905640,351,143,145,0
71,1326072801663.907100,351,143,145,0
72,1326072801963.853020,351,143,145,0
73,1326072802263.896360,353,143,145,0
74,1326072802563.897920,353,143,145,0
75,1326072802863.898220,353,143,145,0
76,1326072803163.902780,354,143,145,0
77,1326072803463.887120,353,143,145,0
78,1326072803763.879960,345,143,145,0
79,1326072804063.876660,355,143,145,0
80,1326072804363.877100,355,143,145,0
81,1326072804663.880660,350,143,145,0
82,1326072804963.877700,345,143,145,0
83,1326072805263.863780,342,143,146,0
84,1326072805563.874140,343,143,146,0
