Sample,X(ms) [09.01.2012 02:02:43 863 UTC],"Heater_Flow_In[%IW112]","Heater_Tin_In[%IW103]","Heater_Tout_In[%IW122]","Signals_DB.Heater_PWR"
3,1326074564763.854540,449,141,144,0
4,1326074565063.872740,457,141,144,0
5,1326074565363.845980,464,141,144,0
6,1326074565663.867860,467,141,144,0
7,1326074565963.880780,459,141,144,0
8,1326074566263.856640,454,141,144,0
9,1326074566563.868600,451,141,144,0
10,1326074566863.846760,450,141,144,0
11,1326074567163.826060,450,141,144,0
12,1326074567463.846080,455,141,144,0
13,1326074567763.867160,460,141,144,0
14,1326074568063.834180,465,141,144,0
15,1326074568363.851200,460,141,144,0
16,1326074568663.917080,453,141,144,0
17,1326074568963.914240,448,141,144,0
18,1326074569263.847540,445,141,144,0
19,1326074569563.858720,444,141,144,0
20,1326074569863.841420,449,141,145,0
21,1326074570163.867980,457,141,145,0
22,1326074570463.893980,463,141,144,0
23,1326074570763.865640,465,141,144,0
24,1326074571063.857760,457,141,144,0
25,1326074571363.854960,451,141,144,0
26,1326074571663.899480,447,141,144,0
27,1326074571963.868540,445,141,144,0
28,1326074572263.888980,444,141,144,0
29,1326074572563.864580,450,141,144,0
30,1326074572863.909500,458,141,144,0
31,1326074573163.865600,463,141,144,0
32,1326074573463.866640,454,141,144,0
33,1326074573763.882740,440,141,144,0
34,1326074574063.864620,445,141,144,0
35,1326074574363.880460,449,141,144,0
36,1326074574663.846440,451,141,144,0
37,1326074574963.879600,454,141,144,0
38,1326074575263.864060,456,141,144,0
39,1326074575563.894320,458,141,145,0
40,1326074575863.856660,458,141,145,0
41,1326074576163.869180,450,141,145,0
42,1326074576463.910440,443,141,145,0
43,1326074576763.872660,437,141,145,0
44,1326074577063.900980,437,141,145,0
45,1326074577363.872620,446,141,144,0
46,1326074577663.854940,454,141,144,0
47,1326074577963.849500,458,141,144,0
48,1326074578263.866840,453,141,144,0
49,1326074578563.869480,449,141,144,0
50,1326074578863.922640,447,141,144,0
51,1326074579163.875160,444,141,144,0
52,1326074579463.870980,442,141,144,0
53,1326074579763.870800,443,141,144,0
54,1326074580063.845520,449,141,144,0
55,1326074580363.836880,455,141,144,0
56,1326074580663.842460,459,141,144,0
57,1326074580963.835260,454,141,144,0
58,1326074581263.838920,450,141,144,0
59,1326074581563.858860,447,141,144,0
60,1326074581863.853720,445,141,144,0
